connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 31.9554, 0, 5.57076, 0, 5.67883e-05, 0, 0, 0.00431792
0, 32.2189, 0, 5.30783, 0, 7.97526e-05, 0, 0, 0.00358419
0, 32.1714, 0, 5.35441, 0, 8.09284e-05, 0, 0, 0.00403372
0, 32.6442, 0, 4.8817, 0, 9.44126e-05, 0, 0, 0.00433321
0, 30.5016, 0, 7.02422, 0, 0.00011323, 0, 0, 0.00383688
0, 30.4678, 0, 7.05761, 0, 0.000117813, 0, 0, 0.00401566
0, 32.3501, 0, 5.17606, 0, 0.00012543, 0, 0, 0.00414274
0, 30.4167, 0, 7.10851, 0, 0.000169009, 0, 0, 0.00454188
0, 30.4359, 0, 7.09035, 0, 0.000179558, 0, 0, 0.00372354
0, 32.0792, 0, 5.44746, 0, 0.000126472, 0, 0, 0.0035127
0, 32.3804, 0, 5.14566, 0, 0.000164734, 0, 0, 0.003783
0, 32.4996, 0, 5.02674, 0, 0.000179799, 0, 0, 0.00397563
0, 31.9513, 0, 5.57525, 0, 0.000147362, 0, 0, 0.00340237
0, 30.5183, 0, 7.00661, 0, 0.000249084, 0, 0, 0.00461287
0, 30.5284, 0, 6.99654, 0, 0.000247119, 0, 0, 0.00464604
0, 32.2947, 0, 5.23094, 0, 0.000206404, 0, 0, 0.00427118
0, 32.5482, 0, 4.97729, 0, 0.000254882, 0, 0, 0.00392872
0, 32.3815, 0, 5.14373, 0, 0.000259669, 0, 0, 0.00461899
0, 29.9491, 0, 7.57569, 0, 0.000340766, 0, 0, 0.00506647
0, 30.2909, 0, 7.23459, 0, 0.000372075, 0, 0, 0.00407232
0, 32.6532, 0, 4.8737, 0, 0.000220234, 0, 0, 0.00359008
0, 32.9475, 0, 4.57774, 0, 0.000401782, 0, 0, 0.00486272
0, 32.3784, 0, 5.1472, 0, 0.000299571, 0, 0, 0.00408593
0, 32.6229, 0, 4.90403, 0, 0.000276678, 0, 0, 0.00353146
