connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 15.0697, 0, 0.74095, 0, 1.43051e-05, 0, 0, 0.000601768
0, 15.0923, 0, 0.718196, 0, 1.04904e-05, 0, 0, 0.000355959
0, 15.0498, 0, 0.76058, 0, 1.33514e-05, 0, 0, 0.00034523
0, 15.0531, 0, 0.756526, 0, 1.71661e-05, 0, 0, 0.000486612
0, 15.0712, 0, 0.73832, 0, 2.38419e-05, 0, 0, 0.000403166
0, 15.0466, 0, 0.762794, 0, 2.21729e-05, 0, 0, 0.000432491
0, 15.031, 0, 0.779099, 0, 2.67029e-05, 0, 0, 0.000406981
0, 15.0614, 0, 0.748013, 0, 3.14713e-05, 0, 0, 0.000407219
0, 15.0685, 0, 0.741338, 0, 2.93255e-05, 0, 0, 0.000556231
0, 15.0488, 0, 0.760632, 0, 2.52724e-05, 0, 0, 0.000369072
0, 15.0879, 0, 0.721702, 0, 3.3617e-05, 0, 0, 0.000449181
0, 15.0381, 0, 0.77138, 0, 3.05176e-05, 0, 0, 0.000435829
0, 15.0651, 0, 0.743854, 0, 3.48091e-05, 0, 0, 0.000446558
0, 15.0292, 0, 0.779876, 0, 3.45707e-05, 0, 0, 0.000383854
0, 15.0618, 0, 0.747315, 0, 3.83854e-05, 0, 0, 0.000490427
0, 15.0537, 0, 0.755853, 0, 3.48091e-05, 0, 0, 0.000371695
0, 15.1015, 0, 0.707993, 0, 4.26769e-05, 0, 0, 0.000426531
0, 15.0299, 0, 0.779536, 0, 3.95775e-05, 0, 0, 0.000407696
0, 15.0749, 0, 0.734969, 0, 4.31538e-05, 0, 0, 0.000404119
0, 15.0681, 0, 0.741853, 0, 4.26769e-05, 0, 0, 0.000438452
