connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 9.09564, 0, 0.477989, 0, 1.90735e-05, 0, 0, 0.000845432
0, 9.11863, 0, 0.455513, 0, 9.53674e-06, 0, 0, 0.000420809
0, 9.04081, 0, 0.533448, 0, 1.23978e-05, 0, 0, 0.000481367
0, 9.13347, 0, 0.440828, 0, 1.5974e-05, 0, 0, 0.00049901
0, 9.06943, 0, 0.504452, 0, 2.74181e-05, 0, 0, 0.000554085
0, 9.10151, 0, 0.472386, 0, 1.85966e-05, 0, 0, 0.000518084
0, 9.05383, 0, 0.519878, 0, 2.57492e-05, 0, 0, 0.000623703
0, 9.08557, 0, 0.488416, 0, 2.14577e-05, 0, 0, 0.000579834
0, 9.09657, 0, 0.47705, 0, 2.31266e-05, 0, 0, 0.00050211
0, 9.10371, 0, 0.470186, 0, 2.16961e-05, 0, 0, 0.000514746
0, 9.10133, 0, 0.472246, 0, 2.6226e-05, 0, 0, 0.000705242
0, 9.09373, 0, 0.480367, 0, 2.57492e-05, 0, 0, 0.000512838
0, 9.06643, 0, 0.507459, 0, 2.71797e-05, 0, 0, 0.00053072
0, 9.10083, 0, 0.473063, 0, 3.24249e-05, 0, 0, 0.000550508
0, 9.04129, 0, 0.532524, 0, 3.57628e-05, 0, 0, 0.000606775
0, 9.09637, 0, 0.477985, 0, 3.71933e-05, 0, 0, 0.000591278
0, 9.10028, 0, 0.473749, 0, 3.50475e-05, 0, 0, 0.000496387
0, 9.0536, 0, 0.520217, 0, 3.33786e-05, 0, 0, 0.000570536
0, 9.02978, 0, 0.544497, 0, 3.86238e-05, 0, 0, 0.000551701
0, 9.14317, 0, 0.431157, 0, 4.33922e-05, 0, 0, 0.000699043
0, 7.64296, 0, 1.93081, 0, 5.57899e-05, 0, 0, 0.000622511
0, 7.63075, 0, 1.94295, 0, 4.14848e-05, 0, 0, 0.000627041
0, 7.6008, 0, 1.97292, 0, 4.50611e-05, 0, 0, 0.000579119
0, 7.64824, 0, 1.92621, 0, 3.91006e-05, 0, 0, 0.000514984
0, 7.65326, 0, 1.921, 0, 4.22001e-05, 0, 0, 0.000433683
0, 7.64567, 0, 1.92807, 0, 4.8399e-05, 0, 0, 0.000601292
0, 7.46477, 0, 2.10904, 0, 5.126e-05, 0, 0, 0.000549316
0, 7.6541, 0, 1.92, 0, 4.98295e-05, 0, 0, 0.000512362
0, 7.62627, 0, 1.94758, 0, 4.64916e-05, 0, 0, 0.000501156
0, 7.63778, 0, 1.93596, 0, 5.34058e-05, 0, 0, 0.000596762
0, 7.42208, 0, 2.15171, 0, 5.79357e-05, 0, 0, 0.000537872
0, 7.65241, 0, 1.92157, 0, 5.38826e-05, 0, 0, 0.000507116
0, 7.67492, 0, 1.89923, 0, 5.29289e-05, 0, 0, 0.00045085
0, 7.48275, 0, 2.09098, 0, 6.22272e-05, 0, 0, 0.000582933
0, 7.63156, 0, 1.94215, 0, 6.81877e-05, 0, 0, 0.000588417
0, 7.65501, 0, 1.91896, 0, 5.98431e-05, 0, 0, 0.000565052
0, 7.48675, 0, 2.08681, 0, 5.72205e-05, 0, 0, 0.000624657
0, 7.65067, 0, 1.92359, 0, 4.05312e-05, 0, 0, 0.000409842
0, 7.64904, 0, 1.92516, 0, 4.98295e-05, 0, 0, 0.000507832
0, 7.65179, 0, 1.92247, 0, 4.76837e-05, 0, 0, 0.000569344
