connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 3.14564, 0, 0.5036, 0, 1.40667e-05, 0, 0, 0.000665188
0, 3.19967, 0, 0.449521, 0, 1.69277e-05, 0, 0, 0.000627279
0, 3.16632, 0, 0.482912, 0, 2.0504e-05, 0, 0, 0.000659704
0, 3.18332, 0, 0.466171, 0, 2.0504e-05, 0, 0, 0.0005548
0, 3.03472, 0, 0.614583, 0, 2.86102e-05, 0, 0, 0.000662327
0, 3.14462, 0, 0.504794, 0, 2.24113e-05, 0, 0, 0.000524044
0, 3.16763, 0, 0.481588, 0, 3.0756e-05, 0, 0, 0.00060153
0, 3.00634, 0, 0.642837, 0, 3.3617e-05, 0, 0, 0.000689268
0, 3.0189, 0, 0.63042, 0, 3.50475e-05, 0, 0, 0.000618935
0, 3.03321, 0, 0.615954, 0, 3.88622e-05, 0, 0, 0.00070405
0, 3.16636, 0, 0.483094, 0, 2.88486e-05, 0, 0, 0.000624895
0, 3.17937, 0, 0.470026, 0, 3.17097e-05, 0, 0, 0.00058794
0, 2.993, 0, 0.656294, 0, 4.29153e-05, 0, 0, 0.000671864
0, 3.01886, 0, 0.63047, 0, 4.52995e-05, 0, 0, 0.000644207
0, 3.03641, 0, 0.612821, 0, 5.05447e-05, 0, 0, 0.000641346
0, 3.18104, 0, 0.468294, 0, 4.24385e-05, 0, 0, 0.000585079
0, 3.18152, 0, 0.468072, 0, 3.50475e-05, 0, 0, 0.000486135
0, 3.16925, 0, 0.479931, 0, 5.31673e-05, 0, 0, 0.000622988
0, 3.03408, 0, 0.614991, 0, 6.07967e-05, 0, 0, 0.000718832
0, 3.20246, 0, 0.447114, 0, 4.60148e-05, 0, 0, 0.00056076
0, 3.15199, 0, 0.497417, 0, 3.83854e-05, 0, 0, 0.000578403
0, 3.17733, 0, 0.472156, 0, 4.69685e-05, 0, 0, 0.000526905
0, 3.01754, 0, 0.631805, 0, 5.96046e-05, 0, 0, 0.00063467
0, 3.01532, 0, 0.634048, 0, 5.98431e-05, 0, 0, 0.000595808
0, 3.04548, 0, 0.60371, 0, 6.91414e-05, 0, 0, 0.000651836
0, 3.18266, 0, 0.466857, 0, 5.07832e-05, 0, 0, 0.000494957
0, 3.18138, 0, 0.468066, 0, 4.93526e-05, 0, 0, 0.000510693
0, 3.1906, 0, 0.45874, 0, 7.67708e-05, 0, 0, 0.000642061
0, 3.04423, 0, 0.604911, 0, 9.05991e-05, 0, 0, 0.000682592
0, 3.20998, 0, 0.439604, 0, 6.38962e-05, 0, 0, 0.000514746
0, 3.00618, 0, 0.64304, 0, 6.36578e-05, 0, 0, 0.000659704
0, 3.02932, 0, 0.619983, 0, 7.89165e-05, 0, 0, 0.000632048
0, 3.02096, 0, 0.628186, 0, 8.58307e-05, 0, 0, 0.000640869
0, 3.17527, 0, 0.474167, 0, 6.50883e-05, 0, 0, 0.000525951
0, 3.20846, 0, 0.44104, 0, 7.31945e-05, 0, 0, 0.000515461
0, 3.0329, 0, 0.616256, 0, 8.86917e-05, 0, 0, 0.00070405
0, 3.19531, 0, 0.45386, 0, 7.34329e-05, 0, 0, 0.000678062
0, 3.18962, 0, 0.459494, 0, 9.94205e-05, 0, 0, 0.000715971
0, 3.2105, 0, 0.438823, 0, 7.79629e-05, 0, 0, 0.000604153
0, 3.21154, 0, 0.437849, 0, 7.20024e-05, 0, 0, 0.00062871
