connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 5.93315, 0, 2.08357, 0, 1.16825e-05, 0, 0, 0.00028801
0, 6.10565, 0, 1.91112, 0, 1.43051e-05, 0, 0, 0.000277758
0, 6.52009, 0, 1.49673, 0, 1.38283e-05, 0, 0, 0.000315905
0, 7.05106, 0, 0.965384, 0, 1.14441e-05, 0, 0, 0.000267744
0, 6.34306, 0, 1.67347, 0, 1.45435e-05, 0, 0, 0.00026989
0, 7.03803, 0, 0.978423, 0, 1.88351e-05, 0, 0, 0.000310183
0, 6.08543, 0, 1.93115, 0, 1.88351e-05, 0, 0, 0.000267267
0, 6.58575, 0, 1.43086, 0, 1.7643e-05, 0, 0, 0.000302792
