connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 1.42376, 0, 1.14772, 0, 9.53674e-06, 0, 0, 0.00033927
0, 2.14823, 0, 0.422669, 0, 1.54972e-05, 0, 0, 0.000450134
0, 1.42772, 0, 1.14384, 0, 1.45435e-05, 0, 0, 0.000338078
0, 2.14617, 0, 0.425109, 0, 2.12193e-05, 0, 0, 0.00047636
0, 1.42415, 0, 1.14746, 0, 1.7643e-05, 0, 0, 0.000404358
0, 2.14769, 0, 0.423268, 0, 2.24113e-05, 0, 0, 0.000486851
0, 1.42617, 0, 1.14526, 0, 1.81198e-05, 0, 0, 0.000339985
0, 2.14766, 0, 0.423187, 0, 2.59876e-05, 0, 0, 0.000477552
0, 2.1882, 0, 0.38256, 0, 3.02792e-05, 0, 0, 0.000454903
0, 2.19911, 0, 0.371271, 0, 3.09944e-05, 0, 0, 0.000533581
0, 2.20108, 0, 0.369822, 0, 3.50475e-05, 0, 0, 0.000477314
0, 2.19893, 0, 0.371468, 0, 3.29018e-05, 0, 0, 0.00057888
0, 2.19062, 0, 0.380146, 0, 3.17097e-05, 0, 0, 0.000531673
0, 2.19004, 0, 0.380767, 0, 4.02927e-05, 0, 0, 0.000458479
0, 2.19797, 0, 0.372955, 0, 4.07696e-05, 0, 0, 0.000457764
0, 2.20042, 0, 0.370356, 0, 3.8147e-05, 0, 0, 0.000516891
0, 2.14668, 0, 0.424061, 0, 3.55244e-05, 0, 0, 0.000433922
0, 1.39675, 0, 1.17574, 0, 3.21865e-05, 0, 0, 0.00043726
0, 2.17929, 0, 0.390483, 0, 3.86238e-05, 0, 0, 0.000457525
0, 1.41197, 0, 1.16031, 0, 3.6478e-05, 0, 0, 0.000360489
0, 0.87793, 0, 1.69414, 0, 1.26362e-05, 0, 0, 0.000490904
0, 0.535277, 0, 2.03667, 0, 1.40667e-05, 0, 0, 0.000400782
0, 0.863071, 0, 1.70911, 0, 1.14441e-05, 0, 0, 0.000422955
0, 0.539146, 0, 2.03291, 0, 1.50204e-05, 0, 0, 0.000361919
