connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 2.03186, 0, 0.344295, 0, 7.62939e-06, 0, 0, 0.000331402
0, 2.00039, 0, 0.375825, 0, 8.34465e-06, 0, 0, 0.000284195
0, 1.52232, 0, 0.853576, 0, 1.0252e-05, 0, 0, 0.00033927
0, 1.9897, 0, 0.386163, 0, 1.40667e-05, 0, 0, 0.000287533
0, 2.02154, 0, 0.354414, 0, 1.52588e-05, 0, 0, 0.000293255
0, 2.01955, 0, 0.356368, 0, 1.35899e-05, 0, 0, 0.000271797
0, 1.99969, 0, 0.376401, 0, 1.26362e-05, 0, 0, 0.000287533
0, 2.01156, 0, 0.364649, 0, 1.33514e-05, 0, 0, 0.00029397
0, 2.01079, 0, 0.365077, 0, 1.74046e-05, 0, 0, 0.000281811
0, 2.01521, 0, 0.360794, 0, 1.7643e-05, 0, 0, 0.000346184
0, 2.0223, 0, 0.353636, 0, 1.81198e-05, 0, 0, 0.000329971
0, 2.01116, 0, 0.364966, 0, 1.69277e-05, 0, 0, 0.000276089
