connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 3.40371, 0, 0.551688, 0, 7.62939e-06, 0, 0, 0.000366449
0, 3.47378, 0, 0.481672, 0, 7.86781e-06, 0, 0, 0.000280619
0, 2.88193, 0, 1.0738, 0, 1.14441e-05, 0, 0, 0.000276804
0, 2.87247, 0, 1.0818, 0, 1.33514e-05, 0, 0, 0.00028801
0, 2.16763, 0, 1.78747, 0, 1.40667e-05, 0, 0, 0.000280619
0, 3.31266, 0, 0.640186, 0, 1.88351e-05, 0, 0, 0.000297546
0, 2.15684, 0, 1.79764, 0, 1.38283e-05, 0, 0, 0.000283957
0, 3.33978, 0, 0.612979, 0, 1.97887e-05, 0, 0, 0.000354767
0, 2.86705, 0, 1.08685, 0, 2.09808e-05, 0, 0, 0.000297785
0, 2.89736, 0, 1.0581, 0, 1.93119e-05, 0, 0, 0.000287056
0, 2.90691, 0, 1.04863, 0, 2.45571e-05, 0, 0, 0.000278473
0, 2.88635, 0, 1.06941, 0, 2.6226e-05, 0, 0, 0.00028038
