connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 3.75243, 0, 0.393364, 0, 9.05991e-06, 0, 0, 0.000490665
0, 2.87024, 0, 1.2716, 0, 1.7643e-05, 0, 0, 0.000534058
0, 3.73389, 0, 0.412085, 0, 1.04904e-05, 0, 0, 0.000377417
0, 2.89373, 0, 1.24797, 0, 1.74046e-05, 0, 0, 0.00053525
0, 3.56991, 0, 0.575703, 0, 1.78814e-05, 0, 0, 0.000416756
0, 3.56801, 0, 0.5773, 0, 2.45571e-05, 0, 0, 0.000484467
0, 3.62094, 0, 0.52282, 0, 2.0504e-05, 0, 0, 0.000402212
0, 3.59684, 0, 0.547624, 0, 2.7895e-05, 0, 0, 0.000560999
0, 3.74127, 0, 0.404871, 0, 1.81198e-05, 0, 0, 0.00041151
0, 2.86911, 0, 1.27261, 0, 3.02792e-05, 0, 0, 0.000493288
0, 3.75177, 0, 0.394319, 0, 2.16961e-05, 0, 0, 0.000387192
0, 2.90116, 0, 1.24071, 0, 3.74317e-05, 0, 0, 0.000565052
0, 3.55137, 0, 0.594197, 0, 2.52724e-05, 0, 0, 0.000434637
0, 3.577, 0, 0.568508, 0, 2.45571e-05, 0, 0, 0.000403166
0, 3.62271, 0, 0.520736, 0, 3.09944e-05, 0, 0, 0.000403881
0, 3.60705, 0, 0.537417, 0, 3.55244e-05, 0, 0, 0.000501871
0, 3.75197, 0, 0.393884, 0, 2.64645e-05, 0, 0, 0.000433207
0, 2.85435, 0, 1.28684, 0, 3.3617e-05, 0, 0, 0.000513554
0, 3.72485, 0, 0.420906, 0, 2.57492e-05, 0, 0, 0.000412941
0, 2.88245, 0, 1.25842, 0, 3.98159e-05, 0, 0, 0.000519276
0, 2.28816, 0, 1.8565, 0, 2.43187e-05, 0, 0, 0.000404835
0, 2.32766, 0, 1.8176, 0, 2.02656e-05, 0, 0, 0.000352383
0, 2.29585, 0, 1.84995, 0, 2.09808e-05, 0, 0, 0.000411272
0, 2.30921, 0, 1.83617, 0, 1.85966e-05, 0, 0, 0.000266552
0, 2.40618, 0, 1.73918, 0, 2.93255e-05, 0, 0, 0.000309706
0, 1.77543, 0, 2.3669, 0, 2.52724e-05, 0, 0, 0.00044632
0, 2.4037, 0, 1.74205, 0, 2.59876e-05, 0, 0, 0.00031209
0, 1.79946, 0, 2.34296, 0, 2.67029e-05, 0, 0, 0.000444889
0, 2.32514, 0, 1.81945, 0, 3.00407e-05, 0, 0, 0.000322104
0, 2.34897, 0, 1.79565, 0, 2.55108e-05, 0, 0, 0.00035882
0, 2.31108, 0, 1.83459, 0, 2.43187e-05, 0, 0, 0.00029707
0, 2.28079, 0, 1.86448, 0, 2.00272e-05, 0, 0, 0.000256777
