connecting chunks, time stepping, copying borders, communicating, outputting fields, Fourier transforming, MPB, getting farfields, everything else
0, 2.30917, 0, 0.392682, 0, 5.00679e-06, 0, 0, 0.000242949
0, 2.30087, 0, 0.400983, 0, 6.91414e-06, 0, 0, 0.000246763
0, 2.25981, 0, 0.442059, 0, 7.39098e-06, 0, 0, 0.000230312
0, 2.28466, 0, 0.41721, 0, 8.10623e-06, 0, 0, 0.000259876
0, 2.30058, 0, 0.401338, 0, 9.29832e-06, 0, 0, 0.000242233
0, 2.32393, 0, 0.37792, 0, 1.07288e-05, 0, 0, 0.000281811
0, 2.29593, 0, 0.405933, 0, 1.09673e-05, 0, 0, 0.000279903
0, 2.31413, 0, 0.387915, 0, 1.21593e-05, 0, 0, 0.000227451
